기준년월,지역코드,통합시군구코드,지원센터코드,이용자구분코드,이용자분류코드,행복e음대상자여부,이용금액,이용건수,이용자수
201806,부산,03000005,S50701,긴급지원대상자,한부모가정,N,157658.67,20,5
201806,부산,03000005,S50701,긴급지원대상자,재가장애인,N,70100.9,9,3
201806,부산,03000005,S50701,긴급지원대상자,소년소녀가장,N,30581.08,2,1
201806,부산,03000005,S50701,긴급지원대상자,독거어르신,N,340066.04,44,12
201806,부산,03000005,S50701,긴급지원대상자,결식아동,N,229935.1,29,9
201806,부산,03000005,S50701,기초생활보장수급탈락자,기타,N,21016.94,3,1
201806,부산,03000005,S50701,긴급지원대상자,저소득가정,N,335262.53,39,12
201806,부산,03000005,S50701,기초생활보장수급탈락자,한부모가정,N,462851.63,62,17
201806,부산,03000005,S50701,기초생활보장수급탈락자,저소득가정,N,1007488.13,137,40
201806,부산,03000005,S50701,기초생활보장수급탈락자,재가장애인,N,762466.37,103,29
201806,부산,03000005,S50701,기초생활보장수급탈락자,소년소녀가장,N,44322.96,7,2
201806,부산,03000005,S50701,기초생활보장수급탈락자,독거어르신,N,1334643.96,181,51
201806,부산,03000005,S50701,기초생활보장수급탈락자,결식아동,N,23624.24,3,1
201806,부산,03000005,S50701,저소득층,한부모가정,N,165494.64,16,4
201806,부산,03000005,S50701,저소득층,저소득가정,N,279689.51,32,10
201806,부산,03000005,S50701,저소득층,재가장애인,N,519725.23,61,17
201806,부산,03000005,S50701,저소득층,외국인노동자,N,35895.63,5,1
201806,부산,03000005,S50701,저소득층,소년소녀가장,N,139230.17,21,6
201806,부산,03000005,S50701,저소득층,독거어르신,N,1248059.34,165,47
201806,부산,03000005,S50701,저소득층,다문화가정,N,28409.64,4,1
201806,부산,03000005,S50701,차상위계층,기타,N,54237.26,9,2
201806,부산,03000005,S50701,차상위계층,한부모가정,N,757431.55,104,27
201806,부산,03000005,S50701,차상위계층,저소득가정,N,422258.21,54,15
201806,부산,03000005,S50701,차상위계층,재가장애인,N,835732.55,97,31
201806,부산,03000005,S50701,차상위계층,외국인노동자,N,20339.98,2,1
201806,부산,03000005,S50701,차상위계층,소년소녀가장,N,21480.83,3,1
201806,부산,03000005,S50701,차상위계층,독거어르신,N,1054616.15,143,40
201806,부산,03000005,S50701,차상위계층,결식아동,N,114465.67,16,4
201806,부산,03000005,S50701,기초생활보장수급자,기타,N,127533.74,16,4
201806,부산,03000005,S50701,기초생활보장수급자,한부모가정,N,824480.93,99,30
201806,부산,03000005,S50701,기초생활보장수급자,저소득가정,N,1154732.62,149,44
201806,부산,03000005,S50701,기초생활보장수급자,재가장애인,N,988083.56,128,34
201806,부산,03000005,S50701,기초생활보장수급자,소년소녀가장,N,93137,12,4
201806,부산,03000011,S51401,기초생활보장수급자,소년소녀가장,N,15044.01,3,1
201806,부산,03000011,S51401,긴급지원대상자,결식아동,N,35552.88,7,3
201806,부산,03000011,S51401,긴급지원대상자,독거어르신,N,74505.01,8,4
201806,부산,03000011,S51401,긴급지원대상자,재가장애인,N,10579.19,2,1
201806,부산,03000011,S51401,긴급지원대상자,저소득가정,N,78944.71,7,3
201806,부산,03000011,S51401,긴급지원대상자,기타,N,29069.08,7,3
201806,부산,03000011,S51401,기초생활보장수급자,다문화가정,N,13039.85,3,1
201806,부산,03000011,S51401,기초생활보장수급자,독거어르신,N,1433783.13,248,92
201806,부산,03000011,S51401,기초생활보장수급자,재가장애인,N,515737.01,82,32
201806,부산,03000011,S51401,기초생활보장수급자,저소득가정,N,730390.04,96,40
201806,부산,03000011,S51401,기초생활보장수급자,조손가정,N,21227.05,3,1
201806,부산,03000011,S51401,기초생활보장수급자,한부모가정,N,355521.57,51,20
201806,부산,03000011,S51401,기초생활보장수급자,기타,N,184834.84,26,10
201806,부산,03000011,S51401,차상위계층,결식아동,N,20590.05,2,1
201806,부산,03000011,S51401,차상위계층,다문화가정,N,11442.18,3,1
201806,부산,03000011,S51401,차상위계층,독거어르신,N,1267725.43,182,67
201806,부산,03000011,S51401,차상위계층,재가장애인,N,283285.1,44,15
201806,부산,03000011,S51401,차상위계층,저소득가정,N,552771.22,78,33
201806,부산,03000011,S51401,차상위계층,한부모가정,N,317228.89,55,20
201806,부산,03000011,S51401,차상위계층,기타,N,132640.84,16,7
201806,부산,03000011,S51401,저소득층,독거어르신,N,1653920.52,229,92
201806,부산,03000011,S51401,저소득층,재가장애인,N,137637.59,21,7
201806,부산,03000011,S51401,저소득층,저소득가정,N,341036.05,47,18
201806,부산,03000011,S51401,저소득층,조손가정,N,6086.75,1,1
201806,부산,03000011,S51401,저소득층,한부모가정,N,37281.19,8,3
201806,부산,03000011,S51401,저소득층,기타,N,62557.56,13,6
201806,부산,03000011,S51401,기초생활보장수급탈락자,한부모가정,N,16173.5,2,1
201806,부산,03000004,S51501,차상위계층,재가장애인,N,250949.55,15,14
201806,부산,03000004,S51501,기초생활보장수급탈락자,한부모가정,N,37165.32,2,2
201806,부산,03000004,S51501,긴급지원대상자,기타,N,17220.7,1,1
201806,부산,03000004,S51501,긴급지원대상자,저소득가정,N,128682.03,7,7
201806,부산,03000004,S51501,긴급지원대상자,독거어르신,N,74330.64,4,4
201806,부산,03000004,S51501,긴급지원대상자,결식아동,N,57839.92,3,3
201806,부산,03000004,S51501,저소득층,재가장애인,N,638114.82,34,34
201806,부산,03000004,S51501,저소득층,저소득가정,N,1415545.13,160,59
201806,부산,03000004,S51501,저소득층,한부모가정,N,351231.11,12,6
201806,부산,03000004,S51501,저소득층,기타,N,19944.8,1,1
201806,부산,03000004,S51501,기초생활보장수급탈락자,독거어르신,N,350847.03,28,13
201806,부산,03000004,S51501,기초생활보장수급탈락자,재가장애인,N,39159.8,2,2
201806,부산,03000004,S51501,기초생활보장수급탈락자,저소득가정,N,313301.54,10,4
201806,부산,03000004,S51501,저소득층,독거어르신,N,2466125.31,176,85
201806,부산,03000004,S51501,저소득층,결식아동,N,53850.96,3,3
201806,부산,03000004,S51501,차상위계층,한부모가정,N,568862.6,43,18
201806,부산,03000004,S51501,차상위계층,저소득가정,N,170406.1,11,10
201806,부산,03000004,S51501,차상위계층,독거어르신,N,697116.87,50,32
201806,부산,03000004,S51501,차상위계층,다문화가정,N,17950.32,1,1
201806,부산,03000004,S51501,기초생활보장수급자,기타,N,35171.02,2,2
201806,부산,03000004,S51501,기초생활보장수급자,한부모가정,N,799249.34,80,29
201806,부산,03000004,S51501,기초생활보장수급자,저소득가정,N,1484087.53,100,48
201806,부산,03000004,S51501,기초생활보장수급자,재가장애인,N,495610.09,41,21
201806,부산,03000004,S51501,기초생활보장수급자,소년소녀가장,N,22261.81,14,1
201806,부산,03000004,S51501,기초생활보장수급자,독거어르신,N,1938728.56,145,67
201806,부산,03000004,S51501,기초생활보장수급자,결식아동,N,110244.34,9,6
201806,부산,03000015,S51601,기초생활보장수급탈락자,저소득가정,N,399443.15,16,2
201806,부산,03000015,S51601,기초생활보장수급탈락자,재가장애인,N,31784.33,7,1
201806,부산,03000015,S51601,기초생활보장수급탈락자,독거어르신,N,176145.56,12,1
201806,부산,03000015,S51601,저소득층,기타,N,2757234.83,142,63
201806,부산,03000015,S51601,저소득층,한부모가정,N,1109150.07,41,20
201806,부산,03000015,S51601,저소득층,조손가정,N,172194.2,8,1
201806,부산,03000015,S51601,저소득층,재가장애인,N,564052.5,37,7
201806,부산,03000015,S51601,차상위계층,한부모가정,N,4496950.34,253,25
201806,부산,03000015,S51601,저소득층,독거어르신,N,1761499.59,123,14
201806,부산,03000015,S51601,차상위계층,저소득가정,N,2886923.65,181,23
201806,부산,03000015,S51601,차상위계층,재가장애인,N,1972983.48,123,15
201806,부산,03000015,S51601,차상위계층,독거어르신,N,2721845.63,220,29
201806,부산,03000015,S51601,기초생활보장수급자,부부중심가구,N,73114.21,7,1
201806,부산,03000015,S51601,기초생활보장수급자,기타,N,1794912.99,126,25
201806,부산,03000015,S51601,기초생활보장수급자,한부모가정,N,1807472.95,181,23
201806,부산,03000015,S51601,기초생활보장수급자,조손가정,N,33442.93,11,1
201806,부산,03000015,S51601,기초생활보장수급자,저소득가정,N,4772970.21,340,46
201806,부산,03000015,S51601,기초생활보장수급자,재가장애인,N,1573828.42,92,15
201806,부산,03000015,S51601,기초생활보장수급자,독거어르신,N,3761095.77,237,42
201806,부산,03000015,S51601,기초생활보장수급자,다문화가정,N,43307.07,2,2
201806,부산,03000015,S51601,기초생활보장수급자,결식아동,N,311621.84,12,5
201806,부산,03000015,S51601,긴급지원대상자,기타,N,1336522.9,131,12
201806,부산,03000015,S51601,긴급지원대상자,한부모가정,N,149208.31,31,3
201806,부산,03000015,S51601,긴급지원대상자,저소득가정,N,1019787.03,58,13
201806,부산,03000015,S51601,긴급지원대상자,재가장애인,N,357173.5,38,4
201806,부산,03000015,S51601,긴급지원대상자,독거어르신,N,684432.05,53,7
201806,부산,03000015,S51601,긴급지원대상자,다문화가정,N,172194.2,8,1
201806,부산,03000015,S51601,긴급지원대상자,결식아동,N,495788.91,35,10
201806,부산,03000015,S51601,저소득층,다문화가정,N,73114.21,7,1
201806,부산,03000015,S51601,저소득층,결식아동,N,464669.53,24,4
201806,부산,03000015,S51601,저소득층,저소득가정,N,2684023.31,175,23
201806,부산,03000015,S51601,차상위계층,기타,N,890289.52,106,11
201806,부산,03000014,S58201,차상위계층,청장년1인가구,N,22530.9,2,1
201806,부산,03000014,S58201,긴급지원대상자,결식아동,N,46438.24,4,2
201806,부산,03000014,S58201,긴급지원대상자,독거어르신,N,227983.97,16,9
201806,부산,03000014,S58201,긴급지원대상자,재가장애인,N,26909,2,1
201806,부산,03000014,S58201,긴급지원대상자,저소득가정,N,146321.95,10,5
201806,부산,03000014,S58201,긴급지원대상자,한부모가정,N,124646.79,9,4
201806,부산,03000014,S58201,기초생활보장수급자,결식아동,N,83542.62,6,3
201806,부산,03000014,S58201,기초생활보장수급자,다문화가정,N,45947.54,5,2
201806,부산,03000014,S58201,기초생활보장수급자,독거어르신,N,1634111.17,118,60
201806,부산,03000014,S58201,기초생활보장수급자,소년소녀가장,N,23566.98,2,1
201806,부산,03000014,S58201,기초생활보장수급자,재가장애인,N,448852.03,36,17
201806,부산,03000014,S58201,기초생활보장수급자,저소득가정,N,638644.05,44,21
201806,부산,03000014,S58201,기초생활보장수급자,한부모가정,N,868267.98,66,31
201806,부산,03000014,S58201,기초생활보장수급자,기타,N,39018.04,2,1
201806,부산,03000014,S58201,기초생활보장수급자,부부중심가구,N,23286.34,1,1
201806,부산,03000014,S58201,차상위계층,결식아동,N,140549.62,11,5
201806,부산,03000014,S58201,차상위계층,다문화가정,N,21169.4,1,1
201806,부산,03000014,S58201,차상위계층,독거어르신,Y,92966.64,5,2
201806,부산,03000014,S58201,차상위계층,독거어르신,N,1741035.11,128,66
201806,부산,03000014,S58201,차상위계층,소년소녀가장,N,21169.4,1,1
201806,부산,03000014,S58201,차상위계층,재가장애인,N,672828.65,43,23
201806,부산,03000014,S58201,차상위계층,저소득가정,N,399960.26,31,14
201806,부산,03000014,S58201,차상위계층,한부모가정,Y,42461.8,3,1
201806,부산,03000014,S58201,차상위계층,한부모가정,N,563285.04,32,16
201806,부산,03000014,S58201,차상위계층,부부중심가구,N,33020.94,2,1
201806,부산,03000014,S58201,차상위계층,노인부부가구,N,38254.2,2,1
201806,부산,03000014,S58201,저소득층,다문화가정,N,21845.82,2,1
201806,부산,03000014,S58201,저소득층,독거어르신,N,716197.76,58,26
201806,부산,03000014,S58201,저소득층,재가장애인,N,21169.4,1,1
201806,부산,03000014,S58201,저소득층,저소득가정,N,292420.77,22,11
201806,부산,03000014,S58201,저소득층,한부모가정,N,75121.08,7,3
201806,부산,03000014,S58201,저소득층,기타,N,23588.01,2,1
201806,부산,03000014,S58201,기초생활보장수급탈락자,독거어르신,N,49313.26,3,2
201806,부산,03000015,S63301,저소득층,독거어르신,N,49894.08,2,2
201806,부산,03000015,S63301,기초생활보장수급자,조손가정,N,17987.06,6,1
201806,부산,03000015,S63301,기초생활보장수급자,한부모가정,N,152451.84,31,2
201806,부산,03000015,S63301,기초생활보장수급자,기타,N,160997.32,37,5
201806,부산,03000015,S63301,차상위계층,다문화가정,N,31746.97,8,1
201806,부산,03000015,S63301,차상위계층,재가장애인,N,48145.6,8,2
201806,부산,03000015,S63301,차상위계층,저소득가정,N,116340,32,6
201806,부산,03000015,S63301,차상위계층,한부모가정,N,65005.22,8,2
201806,부산,03000015,S63301,저소득층,결식아동,N,137603.06,23,3
201806,부산,03000015,S63301,저소득층,다문화가정,N,93830.14,14,1
201806,부산,03000015,S63301,기초생활보장수급자,재가장애인,N,724618.61,152,11
201806,부산,03000015,S63301,저소득층,재가장애인,N,855505.1,169,10
201806,부산,03000015,S63301,저소득층,저소득가정,N,206948.85,43,6
201806,부산,03000015,S63301,저소득층,한부모가정,N,92155.45,21,3
201806,부산,03000015,S63301,저소득층,기타,N,865328.98,163,31
201806,부산,03000015,S63301,기초생활보장수급탈락자,독거어르신,N,24947.04,1,1
201806,부산,03000015,S63301,기초생활보장수급자,독거어르신,N,152919.74,7,7
201806,부산,03000015,S63301,긴급지원대상자,기타,N,248577.86,53,7
201806,부산,03000015,S63301,긴급지원대상자,한부모가정,N,66593.76,18,3
201806,부산,03000015,S63301,긴급지원대상자,저소득가정,N,311013,70,10
201806,부산,03000015,S63301,긴급지원대상자,재가장애인,N,1205057.53,276,36
201806,부산,03000015,S63301,긴급지원대상자,외국인노동자,N,112086.75,44,15
201806,부산,03000015,S63301,긴급지원대상자,결식아동,N,4739502.88,858,137
201806,부산,03000015,S63301,긴급지원대상자,독거어르신,N,154152.46,26,4
201806,부산,03000015,S63301,긴급지원대상자,다문화가정,N,46501.05,11,3
201806,부산,03000100,S63901,차상위계층,결식아동,N,36577.26,1,1
201806,부산,03000100,S63901,차상위계층,독거어르신,N,40000,1,1
201806,부산,03000100,S63901,차상위계층,재가장애인,N,113795.92,3,3
201806,부산,03000100,S63901,차상위계층,저소득가정,N,392240.52,11,11
201806,부산,03000100,S63901,차상위계층,한부모가정,N,20904.4,1,1
201806,부산,03000100,S63901,차상위계층,기타,N,260104.96,7,7
201806,부산,03000100,S63901,저소득층,재가장애인,N,20904.4,1,1
201806,부산,03000100,S63901,긴급지원대상자,결식아동,N,192710.69,5,5
201806,부산,03000100,S63901,긴급지원대상자,저소득가정,N,38609.33,1,1
201806,부산,03000100,S63901,기초생활보장수급자,결식아동,N,73609.33,2,2
201806,부산,03000100,S63901,기초생활보장수급자,독거어르신,N,1263271.06,33,33
201806,부산,03000100,S63901,기초생활보장수급자,재가장애인,N,267800.57,7,7
201806,부산,03000100,S63901,기초생활보장수급자,저소득가정,N,3336387.1,89,88
201806,부산,03000100,S63901,기초생활보장수급자,한부모가정,N,186941.11,5,5
201806,부산,03000100,S63901,저소득층,저소득가정,N,403923.3,11,11
201806,부산,03000100,S63901,기초생활보장수급자,기타,N,568028.16,15,15
201806,부산,03000003,S64001,긴급지원대상자,결식아동,N,4562369.03,333,68
201806,부산,03000003,S64001,기초생활보장수급자,저소득가정,Y,39551.89,5,1
201806,부산,03000003,S64001,기초생활보장수급자,저소득가정,N,3492473.37,198,41
201806,부산,03000003,S64001,기초생활보장수급자,조손가정,N,45978.2,3,1
201806,부산,03000003,S64001,기초생활보장수급자,한부모가정,N,466511.02,37,7
201806,부산,03000003,S64001,기초생활보장수급자,기타,N,347746.45,22,4
201806,부산,03000003,S64001,기초생활보장수급자,청장년1인가구,Y,120716.26,3,1
201806,부산,03000003,S64001,기초생활보장수급자,청장년1인가구,N,59915.33,5,1
201806,부산,03000003,S64001,차상위계층,다문화가정,N,32114.2,4,1
201806,부산,03000003,S64001,차상위계층,독거어르신,Y,117863.29,6,1
201806,부산,03000003,S64001,차상위계층,독거어르신,N,1304882.53,92,19
201806,부산,03000003,S64001,차상위계층,재가장애인,N,471588.05,40,8
201806,부산,03000003,S64001,차상위계층,저소득가정,N,150376.39,17,4
201806,부산,03000003,S64001,차상위계층,한부모가정,Y,57219.61,5,1
201806,부산,03000003,S64001,차상위계층,한부모가정,N,279651.67,17,3
201806,부산,03000003,S64001,차상위계층,부부중심가구,N,51641.89,6,1
201806,부산,03000003,S64001,저소득층,결식아동,N,54861.9,5,1
201806,부산,03000003,S64001,저소득층,독거어르신,N,1382738.01,98,22
201806,부산,03000003,S64001,저소득층,외국인노동자,N,52275.22,8,2
201806,부산,03000003,S64001,저소득층,재가장애인,N,532104.56,43,11
201806,부산,03000003,S64001,저소득층,저소득가정,N,1955717.76,132,26
201806,부산,03000003,S64001,저소득층,한부모가정,Y,40642.2,3,1
201806,부산,03000003,S64001,저소득층,한부모가정,N,184692.12,11,2
201806,부산,03000003,S64001,저소득층,청장년1인가구,N,35172.57,4,1
201806,부산,03000003,S64001,저소득층,부부중심가구,Y,55859.6,5,1
201806,부산,03000003,S64001,기초생활보장수급자,재가장애인,N,953539.66,72,15
201806,부산,03000003,S64001,기초생활보장수급자,소년소녀가장,N,52666.17,5,1
201806,부산,03000003,S64001,기초생활보장수급자,독거어르신,N,1944844.19,154,31
201806,부산,03000003,S64001,기초생활보장수급자,다문화가정,N,47315.36,5,1
201806,부산,03000003,S64001,기초생활보장수급자,다문화가정,Y,123280.23,6,1
201806,부산,03000003,S64001,기초생활보장수급자,결식아동,N,55859.6,5,1
201806,부산,03000003,S64001,긴급지원대상자,청장년1인가구,Y,127534.31,6,1
201806,부산,03000003,S64001,긴급지원대상자,저소득가정,N,260834.65,15,3
201806,부산,03000003,S64001,긴급지원대상자,재가장애인,N,174514.14,10,2
201806,부산,03000003,S64001,긴급지원대상자,재가장애인,Y,139907,10,2
201806,부산,03000003,S64001,긴급지원대상자,소년소녀가장,Y,35946.84,4,1
201806,부산,03000003,S64001,긴급지원대상자,독거어르신,N,41051.09,5,1
201806,부산,03000003,S64001,긴급지원대상자,결식아동,Y,49334.55,8,2
201806,부산,03000013,S64701,기초생활보장수급자,재가장애인,N,1688895.05,43,21
201806,부산,03000013,S64701,기초생활보장수급자,저소득가정,N,733443.15,12,7
201806,부산,03000013,S64701,기초생활보장수급자,한부모가정,N,680489.8,20,11
201806,부산,03000013,S64701,기초생활보장수급자,기타,N,71122.45,2,2
201806,부산,03000013,S64701,차상위계층,결식아동,N,40641.4,1,1
201806,부산,03000013,S64701,차상위계층,다문화가정,N,566244.9,14,5
201806,부산,03000013,S64701,차상위계층,독거어르신,N,994008.75,27,16
201806,부산,03000013,S64701,차상위계층,소년소녀가장,N,292244.9,9,5
201806,부산,03000013,S64701,차상위계층,재가장애인,N,1028169.1,23,13
201806,부산,03000013,S64701,차상위계층,저소득가정,N,191443.15,5,4
201806,부산,03000013,S64701,차상위계층,한부모가정,N,435207,13,7
201806,부산,03000013,S64701,차상위계층,기타,N,744000,12,5
201806,부산,03000013,S64701,차상위계층,청장년1인가구,N,108000,1,1
201806,부산,03000013,S64701,저소득층,독거어르신,N,666084.55,12,7
201806,부산,03000013,S64701,저소득층,소년소녀가장,N,204084.55,7,5
201806,부산,03000013,S64701,저소득층,재가장애인,N,62962.1,3,2
201806,부산,03000013,S64701,저소득층,저소득가정,N,20320.7,1,1
201806,부산,03000013,S64701,저소득층,한부모가정,N,110801.75,4,2
201806,부산,03000013,S64701,저소득층,기타,N,70481.05,3,2
201806,부산,03000013,S64701,저소득층,청장년1인가구,N,156641.4,3,1
201806,부산,03000013,S64701,저소득층,노인부부가구,N,138320.7,3,1
201806,부산,03000013,S64701,기초생활보장수급탈락자,다문화가정,Y,30320.7,2,1
201806,부산,03000013,S64701,기초생활보장수급탈락자,다문화가정,N,82801.75,3,2
201806,부산,03000013,S64701,기초생활보장수급탈락자,독거어르신,N,100481.05,4,1
201806,부산,03000013,S64701,기초생활보장수급탈락자,재가장애인,N,807451.9,20,12
201806,부산,03000013,S64701,기초생활보장수급탈락자,한부모가정,N,170801.75,6,3
201806,부산,03000013,S64701,기초생활보장수급탈락자,부부중심가구,N,30481.05,1,1
201806,부산,03000013,S64701,긴급지원대상자,결식아동,N,40000,1,1
201806,부산,03000013,S64701,긴급지원대상자,다문화가정,N,208801.75,4,2
201806,부산,03000013,S64701,긴급지원대상자,독거어르신,N,215122.45,6,4
201806,부산,03000013,S64701,긴급지원대상자,소년소녀가장,N,184481.05,4,1
201806,부산,03000013,S64701,긴급지원대상자,재가장애인,Y,30000,1,1
201806,부산,03000013,S64701,긴급지원대상자,재가장애인,N,50641.4,3,2
201806,부산,03000013,S64701,긴급지원대상자,저소득가정,N,362962.1,7,3
201806,부산,03000013,S64701,긴급지원대상자,한부모가정,N,630008.75,12,8
201806,부산,03000013,S64701,긴급지원대상자,기타,N,354481.05,4,4
201806,부산,03000013,S64701,긴급지원대상자,청장년1인가구,N,76481.05,3,1
201806,부산,03000013,S64701,기초생활보장수급자,다문화가정,N,268244.9,12,6
201806,부산,03000013,S64701,기초생활보장수급자,독거어르신,N,2325300.3,59,27
201806,부산,03000013,S64701,기초생활보장수급자,소년소녀가장,N,501924.2,12,6
201806,부산,03000013,S64701,기초생활보장수급자,외국인노동자,N,108000,1,1
201806,부산,03000013,S64701,기초생활보장수급자,저소득가정,Y,30481.05,1,1
201806,부산,03000012,S64801,차상위계층,독거어르신,N,1500000,30,30
201806,부산,03000012,S64801,차상위계층,재가장애인,N,570968.8,12,12
201806,부산,03000012,S64801,차상위계층,저소득가정,N,1250000,25,25
201806,부산,03000012,S64801,차상위계층,한부모가정,N,1020968.8,21,21
201806,부산,03000012,S64801,차상위계층,기타,N,312906.4,8,8
201806,부산,03000012,S64801,저소득층,결식아동,N,50000,1,1
201806,부산,03000012,S64801,저소득층,독거어르신,N,200000,4,4
201806,부산,03000012,S64801,저소득층,저소득가정,N,100000,2,2
201806,부산,03000012,S64801,저소득층,기타,N,50000,1,1
201806,부산,03000012,S64801,기초생활보장수급탈락자,독거어르신,N,220968.8,5,5
201806,부산,03000012,S64801,기초생활보장수급탈락자,저소득가정,N,200000,4,4
201806,부산,03000012,S64801,긴급지원대상자,결식아동,N,250000,5,5
201806,부산,03000012,S64801,긴급지원대상자,다문화가정,N,50000,1,1
201806,부산,03000012,S64801,긴급지원대상자,독거어르신,N,1541937.6,32,32
201806,부산,03000012,S64801,긴급지원대상자,재가장애인,N,150000,3,3
201806,부산,03000012,S64801,긴급지원대상자,저소득가정,N,1600000,32,32
201806,부산,03000012,S64801,긴급지원대상자,한부모가정,N,50000,1,1
201806,부산,03000012,S64801,긴급지원대상자,기타,N,350000,7,7
201806,부산,03000012,S64801,기초생활보장수급자,결식아동,N,50000,1,1
201806,부산,03000012,S64801,기초생활보장수급자,다문화가정,N,50000,1,1
201806,부산,03000012,S64801,기초생활보장수급자,독거어르신,N,870968.8,18,18
201806,부산,03000012,S64801,기초생활보장수급자,재가장애인,N,350000,7,7
201806,부산,03000012,S64801,기초생활보장수급자,저소득가정,N,770968.8,16,16
201806,부산,03000012,S64801,기초생활보장수급자,한부모가정,N,550000,11,11
201806,부산,03000012,S64801,기초생활보장수급자,기타,N,100000,2,2
201806,부산,03000012,S64801,차상위계층,다문화가정,N,50000,1,1
201807,부산,03000003,S02801,저소득층,다문화가정,N,54233.55,8,3
201807,부산,03000003,S02801,저소득층,결식아동,N,828021.79,177,40
201807,부산,03000003,S02801,차상위계층,기타,N,30792.9,10,1
201807,부산,03000003,S02801,차상위계층,한부모가정,N,44326.36,8,2
201807,부산,03000003,S02801,차상위계층,저소득가정,N,258960.48,8,1
201807,부산,03000003,S02801,차상위계층,재가장애인,N,48287.94,10,5
201807,부산,03000003,S02801,차상위계층,결식아동,N,129986.21,20,3
201807,부산,03000003,S02801,기초생활보장수급자,기타,N,1595069.4,185,38
201807,부산,03000003,S02801,기초생활보장수급자,한부모가정,N,238385.17,7,1
201807,부산,03000003,S02801,기초생활보장수급자,저소득가정,N,991773.23,35,9
201807,부산,03000003,S02801,기초생활보장수급자,재가장애인,N,231267.44,50,23
201807,부산,03000003,S02801,기초생활보장수급자,독거어르신,N,156849.66,70,34
201807,부산,03000003,S02801,기초생활보장수급자,다문화가정,N,30895.38,9,6
201807,부산,03000003,S02801,기초생활보장수급자,결식아동,N,2221273.84,403,70
201807,부산,03000003,S02801,긴급지원대상자,저소득가정,N,2886.36,1,1
201807,부산,03000003,S02801,긴급지원대상자,독거어르신,N,3105.25,2,1
201807,부산,03000003,S02801,긴급지원대상자,결식아동,N,175167.17,26,7
201807,부산,03000003,S02801,저소득층,기타,N,389854.4,71,13
201807,부산,03000003,S02801,저소득층,한부모가정,N,179873.14,25,7
201807,부산,03000003,S02801,저소득층,저소득가정,N,59851.32,13,9
201807,부산,03000003,S02801,저소득층,독거어르신,N,56353.35,10,2
201807,부산,03000004,S02901,차상위계층,조손가정,N,74690.58,19,3
201807,부산,03000004,S02901,차상위계층,저소득가정,N,194191.71,40,9
201807,부산,03000004,S02901,차상위계층,재가장애인,N,155179.83,36,9
201807,부산,03000004,S02901,차상위계층,독거어르신,N,153077.97,36,7
201807,부산,03000004,S02901,기초생활보장수급자,기타,N,2053934.98,371,99
201807,부산,03000004,S02901,기초생활보장수급자,한부모가정,N,2274139.06,491,105
201807,부산,03000004,S02901,기초생활보장수급자,조손가정,N,463150.4,110,20
201807,부산,03000004,S02901,기초생활보장수급자,저소득가정,N,1200282.89,188,39
201807,부산,03000004,S02901,기초생활보장수급자,재가장애인,N,2400362.1,358,104
201807,부산,03000004,S02901,기초생활보장수급자,소년소녀가장,N,36791.86,9,2
201807,부산,03000004,S02901,기초생활보장수급자,독거어르신,N,3247949.78,599,158
201807,부산,03000004,S02901,기초생활보장수급자,다문화가정,N,142882.25,29,6
201807,부산,03000004,S02901,기초생활보장수급자,결식아동,N,329009.22,67,20
201807,부산,03000004,S02901,긴급지원대상자,한부모가정,N,29423.93,6,1
201807,부산,03000004,S02901,긴급지원대상자,저소득가정,N,15170.93,3,1
201807,부산,03000004,S02901,긴급지원대상자,독거어르신,N,130184.11,25,8
201807,부산,03000004,S02901,긴급지원대상자,결식아동,N,199420.78,41,8
201807,부산,03000004,S02901,저소득층,기타,N,3467847.13,759,136
201807,부산,03000004,S02901,저소득층,한부모가정,N,269700.21,60,13
201807,부산,03000004,S02901,저소득층,조손가정,N,163231.04,39,7
201807,부산,03000004,S02901,저소득층,저소득가정,N,8052526.98,2046,398
201807,부산,03000004,S02901,저소득층,재가장애인,N,450410.95,84,18
201807,부산,03000004,S02901,저소득층,독거어르신,N,856110.21,205,37
201807,부산,03000004,S02901,저소득층,다문화가정,N,72963.72,17,4
201807,부산,03000004,S02901,차상위계층,기타,N,136176.51,31,7
201807,부산,03000004,S02901,차상위계층,한부모가정,N,246656.49,47,11
201807,부산,03000005,S03001,기초생활보장수급자,기타,N,8700,1,1
201807,부산,03000005,S03001,기초생활보장수급자,저소득가정,N,678023.54,40,40
201807,부산,03000005,S03001,기초생활보장수급자,다문화가정,N,14500,1,1
201807,부산,03000005,S03001,저소득층,한부모가정,N,31900,2,2
201807,부산,03000005,S03001,저소득층,저소득가정,N,3321676.52,193,186
201807,부산,03000005,S03001,저소득층,결식아동,N,14500,1,1
201807,부산,03000005,S03001,차상위계층,저소득가정,N,301600,15,15
201807,부산,03000008,S03301,차상위계층,결식아동,N,214080.55,67,11
201807,부산,03000008,S03301,차상위계층,독거어르신,N,3002420.27,243,4
201807,부산,03000008,S03301,차상위계층,재가장애인,N,379375.29,40,1
201807,부산,03000008,S03301,차상위계층,저소득가정,N,65832.32,3,2
201807,부산,03000008,S03301,차상위계층,기타,N,414934.3,121,20
201807,부산,03000008,S03301,저소득층,독거어르신,N,9481683.37,1510,46
201807,부산,03000008,S03301,저소득층,재가장애인,N,2646352.37,789,45
201807,부산,03000008,S03301,긴급지원대상자,한부모가정,N,1152015.25,96,12
