기준년월,지역코드,통합시군구코드,지원센터단위코드,지원센터구분코드,지원센터코드,지원센터전화번호,지원센터주소,지원센터상세주소,지원센터상태코드,운영주체대분류코드,운영주체소분류코드,신고구분코드,등록일자,접수금액,제공금액,인수금액,이관금액,이용자수
201706,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,12398658,12398658.56,0,0,265
201706,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,7063371,7604971.79,945697,0,1275
201706,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,16719912,11533103.36,5910907,0,11
201706,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,7540200,9210449.4,12106728,0,12
201706,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,17922000,17922002.19,0,0,35
201706,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,26476516,158555662.54,58981042,0,290
201706,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,29141062,29866275.4,725213,0,96
201706,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,23895300,23895300.71,5121664,0,39
201706,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,16775479,30755092.12,12582512,0,74
201706,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,25616638,25618636.72,5448303,0,218
201706,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,7262100,41857034.21,43219145,0,28
201706,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,7419500,7419501.35,8712486,0,89
201706,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,2144100,2144099.93,4338389,0,76
201706,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,603639.63,12593854,0,2
201706,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,25736954,28760847.1,12512486,1380125,440
201706,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,14836803,6171224.79,3616137,0,505
201706,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,18370156,31764060.73,20491518,0,532
201706,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,12863777,56209771.67,8717784,560000,668
201706,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,9989449,33260774.23,11520756,0,725
201706,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,33738067.02,23254352.75,15668970,25985394,540
201706,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,8698927,10522223.1,4391696,0,556
201706,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,39308602,69552874.9,27061902,0,609
201706,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,6646765,21674785.94,17107391,0,528
201706,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,4860466,11939047.78,9792141,945697,427
201706,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,5390900,17312386.28,11436368,0,480
201706,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,2896156,10079783.45,18560559,11314969,303
201706,부산,03000015,기초,푸드뱅크,S63301,051-305-4286,부산광역시 사상구 모라로192번길 20-33,"(모라동, 주공아파트3단지)",사용,법인 운영,사회복지법인,임의신고,20170227,13140550,13220247.48,0,0,369
201706,부산,03000100,기초,푸드마켓,S63901,051-722-4006,부산광역시 기장군 기장읍 대청로21번길 9,,사용,법인 운영,사단법인,임의신고,20170609,0,562076.69,11314969,0,13
201707,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,186575126,0,238555918,420735740,0
201707,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,5717580,22277983.07,34146042,0,15
201707,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,10314220,21756822.3,21727506,0,18
201707,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,11414454,11414452.65,6380986,0,272
201707,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,7413005,7413000.12,0,0,1000
201707,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,16332682,14451523.13,4597158,0,15
201707,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,7271420,3080810.36,13037186,0,7
201707,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,13817900,16972884.5,3154986,0,45
201707,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,29541949,40379645.44,57351352,0,292
201707,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,27533575,30373155.16,2839580,0,126
201707,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,15774550,14424549.76,4304648,1350000,35
201707,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,16279477,19246063.17,10166361,0,53
201707,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,6814713,6814712.53,3813347,0,196
201707,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,9835600,12453565.91,37103926,0,25
201707,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,7075700,7077700.65,5685554,0,87
201707,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,1128500,1653439.33,11083743,0,60
201707,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,0,20973382,0,0
201707,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,21448197,16928428.71,15451916,5678664,417
201707,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,7828120,5254562.24,3615146,0,505
201707,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,32961677,50784620.11,20320862,0,641
201707,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,37175796,46212722.27,11877453,4289000,465
201707,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,10502945,38466681.13,77602222,0,721
201707,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,29949186.7,7773136.81,5817719,52970257,345
201707,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,7081913,10498974.68,6520986,0,583
201707,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,50955982,86498383.99,29216199,0,570
201707,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,6721002,13543156.4,11588132,0,463
201707,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,3494003,13037085.05,14568094,0,489
201707,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,15428504,21010390.43,26978848,1250000,525
201707,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,8562844,13299443.36,11949652,7569968,368
201707,부산,03000015,기초,푸드뱅크,S63301,051-305-4286,부산광역시 사상구 모라로192번길 20-33,"(모라동, 주공아파트3단지)",사용,법인 운영,사회복지법인,임의신고,20170227,11676800,11744000.91,0,0,357
201707,부산,03000100,기초,푸드마켓,S63901,051-722-4006,부산광역시 기장군 기장읍 대청로21번길 9,,사용,법인 운영,사단법인,임의신고,20170609,0,2298692.41,7569968,0,65
201707,부산,03000003,기초,푸드마켓,S64001,051-905-1378,부산광역시 동구 망양로 771,(수정동),사용,비영리 민간 단체·시설 운영,비영리 민간 단체·시설,임의신고,20170609,0,9236230.12,14400675,0,323
201708,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,220777121,0,218843756,417798967,0
201708,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,6031760,20241751.37,8451277,0,14
201708,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,17053100,26957539.38,9904435,0,32
201708,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,9636032,9636029.3,6450000,0,295
201708,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,5646125,14435743.36,11433421,0,1262
201708,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,13946844,11432263.1,6726699,0,15
201708,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,5320900,0,20407999,0,0
201708,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,14062750,14062750.93,0,0,27
201708,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,25481036,45628251.48,100126081,0,287
201708,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,24986386,30922198.39,5935803,0,52
201708,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,11392920,11393920.36,4771043,0,29
201708,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,15153824,36742652.52,14389045,0,57
201708,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,15810057,15812056.38,6511780,0,197
201708,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,7184200,21181521.04,50443703,0,28
201708,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,5832100,5832100.46,6323138,0,127
201708,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,5148400,7690378.91,0,0,137
201708,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,0,8303309,0,0
201708,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,23370560,20149045.87,12426585,10222638,426
201708,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,11333732,16604293.56,2394816,3540000,511
201708,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,27700220,56026573.99,22341860,0,655
201708,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,11743929,27206624.9,20656291,876250,429
201708,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,15090174,39365337.12,35083790,0,711
201708,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,24462567.8,10257534.04,2989743,13570824,326
201708,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,13613346,14339285.01,4552182,0,550
201708,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,33006511,67578235.61,35247734,0,453
201708,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,5755165,8729851.67,19917634,0,466
201708,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,5972503,11415745.13,3818382,0,447
201708,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,75480347,29843852.89,17408546,0,508
201708,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,1541000,13505915.26,6769263,0,362
201708,부산,03000015,기초,푸드뱅크,S63301,051-305-4286,부산광역시 사상구 모라로192번길 20-33,"(모라동, 주공아파트3단지)",사용,법인 운영,사회복지법인,임의신고,20170227,8297400,8334297.37,0,0,342
201708,부산,03000100,기초,푸드마켓,S63901,051-722-4006,부산광역시 기장군 기장읍 대청로21번길 9,,사용,법인 운영,사단법인,임의신고,20170609,0,7017999.13,0,0,210
201708,부산,03000003,기초,푸드마켓,S64001,051-905-1378,부산광역시 동구 망양로 771,(수정동),사용,비영리 민간 단체·시설 운영,비영리 민간 단체·시설,임의신고,20170609,3696000,14791346.5,2224120,0,302
201709,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,176714849,0,240820059,434046820,0
201709,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,5024340,16720233.59,16795520,0,14
201709,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,9284500,29424986.95,9855580,0,21
201709,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,12510026,12510035.83,2196339,0,306
201709,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,5598804,2938846.48,0,0,1262
201709,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,11564558,9023202.95,3030354,0,13
201709,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,4855900,0,17210933,0,0
201709,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,12402250,13795091.53,1392840,0,22
201709,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,22343915,34363950.58,109459267,0,290
201709,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,20913875,27949444.34,7035569,0,40
201709,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,22114210,22114208.9,3371263,0,35
201709,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,15913254,45428904.15,31198944,0,59
201709,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,5665284,5666286.61,6583306,0,249
201709,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,5510580,92989427.24,42779100,0,22
201709,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,9216660,9216660.08,5830713,0,177
201709,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,1051500,5518128.59,0,0,207
201709,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,0,18874958,0,0
201709,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,18145354,22220586.33,5234778,5172961,439
201709,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,11366599,8541465.98,5961199,0,514
201709,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,24931708,40834607.53,7896120,0,653
201709,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,7634561,27155912.9,6953894,860000,441
201709,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,9053059,29842260.74,61889937,0,710
201709,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,16494707.17,9141208.09,8543695,26278559,318
201709,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,5334975,10067504.4,2686179,0,580
201709,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,40778561,71276018.22,37139731,3961922,516
201709,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,5385415,10455979.64,9230264,0,484
201709,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,2104108,12348477.22,6219038,0,474
201709,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,31019340,41417804.85,11260271,0,714
201709,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,4845594,12722758.89,13663007,0,368
201709,부산,03000015,기초,푸드뱅크,S63301,051-305-4286,부산광역시 사상구 모라로192번길 20-33,"(모라동, 주공아파트3단지)",사용,법인 운영,사회복지법인,임의신고,20170227,9904300,9904303.18,0,0,358
201709,부산,03000100,기초,푸드마켓,S63901,051-722-4006,부산광역시 기장군 기장읍 대청로21번길 9,,사용,법인 운영,사단법인,임의신고,20170609,0,10703955.38,408000,0,307
201709,부산,03000003,기초,푸드마켓,S64001,051-905-1378,부산광역시 동구 망양로 771,(수정동),사용,비영리 민간 단체·시설 운영,비영리 민간 단체·시설,임의신고,20170609,1100000,7659780,17619463,0,292
201710,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,205464669,0,194988455,375350487,0
201710,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,3784090,15936202.72,14479059,0,14
201710,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,12147480,27516320.69,19315049,3946210,36
201710,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,9588234,9588218.61,0,0,260
201710,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,2687663,8699725.15,13529076,0,1262
201710,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,16623133,21528873.65,2801910,0,14
201710,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,3237100,0,19470928,0,0
201710,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,9833150,9833153.59,0,0,18
201710,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,21574922,29923390.61,62284248,0,282
201710,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,11450395,15343663.61,3893265,0,93
201710,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,12014330,12014301.48,5274183,0,31
201710,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,11328103,19768167.32,8440064,0,43
201710,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,10516765,10518766.08,1937519,0,223
201710,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,5265700,40777229.65,40729012,0,22
201710,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,5937150,5937150.5,7786530,0,133
201710,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,513800,3668786.37,0,0,136
201710,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,0,24333851,0,0
201710,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,19990471,11498190.12,4789077,0,431
201710,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,8237151,4213961.29,3777377,0,498
